,HotelId,ReservationStatusDate,ArrivalDate,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,CustomerType,ADR,Meal,Country,Company,ReservedRoomType,IsRepeatedGuest,IsCanceled
31418,1,2016-12-28,2016-12-25,35,2,1,2,0,Transient-Party,60.0,BB       ,FRA,       NULL,A               ,False,False
31419,1,2016-12-28,2016-12-25,35,2,1,2,0,Transient-Party,60.0,BB       ,DEU,       NULL,A               ,False,False
31420,1,2016-12-28,2016-12-21,41,2,5,2,2,Transient,101.31,HB       ,GBR,       NULL,C               ,False,False
31421,1,2016-12-28,2016-12-27,36,0,1,2,0,Transient,75.0,BB       ,USA,       NULL,F               ,False,False
31422,1,2016-12-28,2016-12-24,60,2,2,3,0,Transient,96.94,HB       ,POL,       NULL,G               ,False,False
31423,1,2016-12-28,2016-12-27,1,0,1,1,0,Transient,59.2,BB       ,PRT,       NULL,A               ,False,False
31424,1,2016-12-28,2016-12-27,0,0,1,2,0,Transient,81.0,BB       ,PRT,       NULL,D               ,False,False
31425,1,2017-02-27,2017-02-25,29,1,1,2,0,Transient-Party,58.0,BB       ,PRT,       NULL,D               ,True,False
31426,1,2017-03-02,2017-02-27,10,1,2,2,0,Transient,52.67,BB       ,PRT,       NULL,D               ,True,False
31427,1,2017-05-09,2017-05-06,18,2,1,2,0,Transient,100.0,BB       ,PRT,       NULL,D               ,True,False
31428,1,2016-12-29,2016-12-24,163,2,3,2,0,Transient,86.24,FB       ,GBR,       NULL,D               ,False,False
31429,1,2016-12-29,2016-12-18,185,4,7,2,0,Transient,32.24,BB       ,IRL,       NULL,A               ,False,False
31430,1,2016-12-29,2016-12-23,191,2,4,2,0,Transient-Party,39.8,BB       ,GBR,       NULL,A               ,False,False
31431,1,2016-12-29,2016-12-24,164,2,3,1,0,Transient,54.64,Undefined,GBR,       NULL,A               ,False,False
31432,1,2016-12-29,2016-12-24,94,2,3,2,0,Transient,30.24,BB       ,POL,       NULL,A               ,False,False
31433,1,2016-12-29,2016-12-22,89,2,5,2,0,Transient,30.24,BB       ,GBR,       NULL,A               ,False,False
31434,1,2016-12-29,2016-12-22,120,2,5,2,0,Transient-Party,49.51,BB       ,IRL,       NULL,A               ,False,False
31435,1,2016-12-29,2016-12-18,76,4,7,2,0,Transient,47.0,BB       ,GBR,       NULL,E               ,False,False
31436,1,2016-12-29,2016-12-20,239,2,7,2,0,Transient,97.99,HB       ,GBR,       NULL,G               ,False,False
31437,1,2016-12-29,2016-12-24,254,2,3,2,0,Transient-Party,37.8,BB       ,OMN,       NULL,A               ,False,False
31438,1,2016-12-29,2016-12-24,131,2,3,1,0,Transient,37.8,BB       ,GBR,       NULL,A               ,False,False
31439,1,2016-12-29,2016-12-24,15,2,3,2,1,Transient,96.0,BB       ,GBR,       NULL,D               ,False,False
31440,1,2016-12-29,2016-12-24,18,2,3,2,2,Transient,111.0,BB       ,GBR,       NULL,G               ,False,False
31441,1,2016-12-29,2016-12-28,0,0,1,2,0,Transient,75.0,BB       ,PRT,       NULL,A               ,False,False
31442,1,2016-12-29,2016-12-22,16,2,5,2,0,Transient,55.69,BB       ,FRA,       NULL,F               ,False,False
31443,1,2016-12-29,2016-12-28,0,0,1,1,0,Transient,65.2,BB       ,PRT,       NULL,A               ,False,False
31444,1,2016-12-29,2016-12-22,208,2,5,1,0,Group,28.64,BB       ,CHE,       NULL,A               ,False,False
31445,1,2016-12-29,2016-12-27,103,0,2,2,0,Transient,62.0,BB       ,PRT,       NULL,F               ,False,False
31446,1,2016-12-29,2016-12-26,51,1,2,2,0,Transient,70.33,BB       ,PRT,       NULL,A               ,False,False
31447,1,2016-12-29,2016-12-26,39,1,2,2,0,Transient,60.0,BB       ,PRT,       NULL,A               ,False,False
31448,1,2016-12-29,2016-12-22,47,2,5,1,0,Transient-Party,69.64,Undefined,FRA,       NULL,E               ,False,False
31449,1,2016-12-29,2016-12-22,47,2,5,2,0,Transient-Party,94.29,Undefined,FRA,       NULL,E               ,False,False
31450,1,2016-12-29,2016-12-27,29,0,2,2,0,Transient,0.0,HB       ,BRA,       NULL,E               ,False,False
31451,1,2016-12-29,2016-12-27,29,0,2,2,0,Transient,0.0,HB       ,BRA,       NULL,E               ,False,False
31452,1,2016-12-29,2016-12-24,67,2,3,1,0,Transient-Party,30.96,BB       ,GBR,       NULL,A               ,False,False
31453,1,2016-12-29,2016-12-24,67,2,3,1,0,Transient-Party,30.96,BB       ,GBR,       NULL,A               ,False,False
31454,1,2016-12-29,2016-12-23,191,2,4,2,0,Transient-Party,39.8,BB       ,IRL,       NULL,A               ,False,False
31455,1,2016-12-29,2016-12-29,62,0,0,2,0,Transient,0.0,BB       ,PRT,       NULL,D               ,False,False
31456,1,2016-12-29,2016-12-22,61,2,5,1,0,Transient,77.14,Undefined,FRA,       NULL,A               ,False,False
31457,1,2016-12-29,2016-12-22,61,2,5,2,0,Transient,114.29,Undefined,FRA,       NULL,A               ,False,False
31458,1,2016-12-29,2016-12-22,61,2,5,2,0,Transient,114.29,Undefined,FRA,       NULL,A               ,False,False
31459,1,2016-12-29,2016-12-22,61,2,5,1,0,Transient,77.14,Undefined,FRA,       NULL,A               ,False,False
31460,1,2016-12-29,2016-12-22,61,2,5,1,0,Transient,77.14,Undefined,FRA,       NULL,A               ,False,False
31461,1,2016-12-29,2016-12-24,254,2,3,2,0,Transient-Party,37.8,BB       ,GBR,       NULL,A               ,False,False
31462,1,2016-12-29,2016-12-27,3,0,2,2,0,Transient,63.0,BB       ,GBR,       NULL,A               ,False,False
31463,1,2016-12-29,2016-12-22,31,2,5,1,0,Transient,77.14,Undefined,FRA,       NULL,A               ,False,False
31464,1,2016-12-29,2016-12-22,61,2,5,1,0,Transient,77.14,Undefined,FRA,       NULL,A               ,False,False
31465,1,2016-12-29,2016-12-22,61,2,5,1,0,Transient,77.14,Undefined,FRA,       NULL,A               ,False,False
31466,1,2016-12-29,2016-12-23,12,2,4,2,0,Transient,90.17,BB       ,FRA,       NULL,D               ,False,False
31467,1,2016-12-29,2016-12-23,12,2,4,2,0,Transient,70.17,BB       ,FRA,       NULL,D               ,False,False
31468,1,2016-12-29,2016-12-24,79,2,3,1,2,Transient,104.76,HB       ,ESP,       NULL,A               ,False,False
31469,1,2016-12-29,2016-12-22,120,2,5,2,0,Transient-Party,47.8,BB       ,GBR,       NULL,A               ,False,False
31470,1,2016-12-29,2016-12-24,10,2,3,1,0,Transient,60.0,BB       ,RUS,       NULL,A               ,False,False
31471,1,2016-12-29,2016-12-24,79,2,3,2,0,Transient,83.76,HB       ,ESP,       NULL,A               ,False,False
31472,1,2016-12-29,2016-12-28,0,0,1,2,0,Transient,85.0,BB       ,PRT,       NULL,A               ,False,False
31473,1,2016-12-30,2016-12-26,66,1,3,2,0,Transient,48.0,BB       ,RUS,       NULL,A               ,False,False
31474,1,2016-12-30,2016-12-23,151,2,5,2,1,Transient,55.8,BB       ,GBR,       NULL,C               ,False,False
31475,1,2016-12-30,2016-12-26,128,1,3,2,0,Transient-Party,39.44,BB       ,GBR,       NULL,D               ,False,False
31476,1,2016-12-30,2016-12-26,128,1,3,2,0,Transient-Party,37.44,BB       ,GBR,       NULL,D               ,False,False
31477,1,2017-04-03,2017-03-27,42,2,5,2,0,Group,63.07,BB       ,GBR,       NULL,D               ,True,False
31478,1,2016-12-30,2016-12-29,87,0,1,2,0,Transient,42.0,BB       ,BEL,       NULL,A               ,False,False
31479,1,2016-12-30,2016-12-26,39,1,3,2,0,Transient,57.75,BB       ,CN,       NULL,E               ,False,False
31480,1,2016-12-30,2016-12-24,69,2,4,2,0,Transient,64.44,BB       ,PRT,       NULL,E               ,False,False
31481,1,2016-12-30,2016-12-24,69,2,4,1,0,Transient,50.6,BB       ,GBR,       NULL,E               ,False,False
31482,1,2016-12-30,2016-12-28,7,0,2,2,1,Transient,111.0,BB       ,PRT,       NULL,G               ,False,False
31483,1,2016-12-30,2016-12-26,96,1,3,2,0,Transient,66.24,HB       ,ESP,       NULL,E               ,False,False
31484,1,2016-12-30,2016-12-25,101,2,3,2,0,Transient,57.6,BB       ,GBR,       NULL,A               ,False,False
31485,1,2016-12-30,2016-12-23,191,2,5,2,0,Transient,37.8,BB       ,GBR,       NULL,A               ,False,False
31486,1,2016-12-30,2016-12-27,87,0,3,2,0,Transient,55.8,BB       ,LVA,       NULL,E               ,False,False
31487,1,2016-12-30,2016-12-26,17,1,3,1,0,Transient,27.0,BB       ,PRT,        154,A               ,False,False
31488,1,2016-12-30,2016-12-25,120,2,3,2,0,Transient,86.4,HB       ,ESP,       NULL,D               ,False,False
31489,1,2016-12-30,2016-12-25,120,2,3,2,0,Transient,86.4,HB       ,ESP,       NULL,D               ,False,False
31490,1,2016-12-30,2016-12-25,120,2,3,2,0,Transient,86.4,HB       ,ESP,       NULL,D               ,False,False
31491,1,2016-12-30,2016-12-28,30,0,2,2,0,Transient,65.0,BB       ,PRT,       NULL,A               ,False,False
31492,1,2016-12-30,2016-12-29,16,0,1,1,0,Transient,60.0,BB       ,USA,       NULL,A               ,False,False
31493,1,2016-12-30,2016-12-26,120,1,3,2,0,Transient-Party,54.8,BB       ,BEL,       NULL,D               ,False,False
31494,1,2016-12-30,2016-12-26,31,1,3,2,2,Transient,66.0,BB       ,ESP,       NULL,C               ,False,False
31495,1,2016-12-30,2016-12-29,1,0,1,2,0,Transient,79.0,BB       ,ESP,       NULL,A               ,False,False
31496,1,2016-12-30,2016-12-26,120,1,3,1,0,Transient-Party,46.8,BB       ,BEL,       NULL,D               ,False,False
31497,1,2016-12-30,2016-12-24,80,2,4,1,0,Transient-Party,46.8,BB       ,DNK,       NULL,D               ,False,False
31498,1,2016-12-30,2016-12-24,80,2,4,1,0,Transient-Party,58.47,BB       ,DNK,       NULL,D               ,False,False
31499,1,2016-12-30,2016-12-27,79,0,3,2,1,Transient,67.05,HB       ,GBR,       NULL,A               ,False,False
31500,1,2016-12-30,2016-12-26,31,1,3,2,0,Transient,52.8,BB       ,ESP,       NULL,A               ,False,False
31501,1,2016-12-30,2016-12-26,94,1,3,1,0,Transient,26.64,BB       ,IRL,       NULL,A               ,False,False
31502,1,2016-12-30,2016-12-16,81,4,10,2,0,Transient,89.43,HB       ,GBR,       NULL,E               ,False,False
31503,1,2016-12-30,2016-12-20,63,2,8,2,0,Transient,48.03,BB       ,GBR,       NULL,D               ,False,False
31504,1,2016-12-30,2016-12-23,67,2,5,2,0,Transient,96.09,HB       ,GBR,       NULL,D               ,False,False
31505,1,2016-12-30,2016-12-26,32,1,3,2,0,Transient,95.0,HB       ,GBR,       NULL,A               ,False,False
31506,1,2016-12-30,2016-12-29,1,0,1,2,2,Transient,119.0,BB       ,ESP,       NULL,G               ,False,False
31507,1,2016-12-31,2016-12-30,0,0,1,2,2,Transient,106.5,BB       ,ESP,       NULL,C               ,True,False
31508,1,2016-12-30,2016-12-26,28,1,3,2,0,Transient,95.0,HB       ,PRT,       NULL,A               ,False,False
31509,1,2016-12-30,2016-12-26,23,1,3,2,0,Transient,55.44,BB       ,NLD,       NULL,E               ,False,False
31510,1,2017-01-08,2017-01-06,1,0,2,2,0,Transient,44.0,BB       ,NLD,       NULL,A               ,True,False
31511,1,2017-01-28,2017-01-26,2,0,2,2,0,Transient,40.5,BB       ,NLD,       NULL,A               ,True,False
31512,1,2017-02-18,2017-02-17,1,0,1,2,0,Transient,48.6,BB       ,NLD,       NULL,A               ,True,False
31513,1,2017-03-19,2017-03-17,3,0,2,2,0,Transient,50.0,BB       ,NLD,       NULL,A               ,True,False
31514,1,2016-12-30,2016-12-30,0,0,0,2,0,Transient,0.0,BB       ,PRT,       NULL,A               ,True,False
31515,1,2016-12-31,2016-12-21,85,2,8,2,2,Transient,89.4,BB       ,GBR,       NULL,G               ,False,False
31516,1,2016-12-31,2016-12-21,85,2,8,2,2,Transient,89.4,BB       ,GBR,       NULL,G               ,False,False
31517,1,2016-12-31,2016-12-24,78,2,5,2,0,Transient,58.04,BB       ,FRA,       NULL,D               ,False,False
31518,1,2016-12-31,2016-12-24,79,2,5,2,0,Transient,103.59,HB       ,HUN,       NULL,E               ,False,False
31519,1,2016-12-31,2016-12-24,160,2,5,3,1,Transient,92.19,BB       ,POL,       NULL,H               ,False,False
31520,1,2016-12-31,2016-12-24,131,2,5,2,0,Transient,52.33,BB       ,IRL,       NULL,D               ,False,False
31521,1,2016-12-31,2016-12-26,68,1,4,2,0,Transient,55.56,HB       ,GBR,       NULL,A               ,False,False
31522,1,2016-12-31,2016-12-24,96,2,5,2,0,Transient,56.63,HB       ,FRA,       NULL,A               ,False,False
31523,1,2016-12-31,2016-12-30,336,0,1,2,0,Transient,61.0,BB       ,GBR,       NULL,E               ,False,False
31524,1,2016-12-31,2016-12-25,63,2,4,2,0,Transient,59.33,BB       ,BEL,       NULL,A               ,False,False
31525,1,2016-12-31,2016-12-24,92,2,5,1,0,Transient,38.0,BB       ,BEL,       NULL,A               ,False,False
31526,1,2016-12-31,2016-12-24,92,2,5,2,0,Transient,44.0,BB       ,BEL,       NULL,A               ,False,False
31527,1,2016-12-31,2016-12-29,2,0,2,1,0,Transient-Party,75.0,BB       ,PRT,       NULL,A               ,False,False
31528,1,2016-12-31,2016-12-24,187,2,5,1,0,Transient,61.64,HB       ,AUT,       NULL,A               ,False,False
31529,1,2016-12-31,2016-12-27,67,0,4,2,0,Transient,44.81,BB       ,DEU,       NULL,A               ,False,False
31530,1,2016-12-31,2016-12-29,11,0,2,1,0,Transient,83.5,BB       ,GBR,       NULL,D               ,False,False
31531,1,2017-01-05,2016-12-31,13,2,3,1,0,Transient,61.6,BB       ,GBR,       NULL,A               ,False,False
31532,1,2016-12-31,2016-12-17,18,4,10,2,0,Transient,46.22,BB       ,GBR,       NULL,D               ,False,False
31533,1,2016-12-31,2016-12-24,142,2,5,2,1,Transient-Party,140.43,HB       ,CHN,       NULL,G               ,False,False
31534,1,2016-12-31,2016-12-24,142,2,5,2,0,Transient-Party,76.11,HB       ,CHN,       NULL,A               ,False,False
31535,1,2016-12-31,2016-12-28,98,0,3,2,0,Transient,97.7,HB       ,GBR,       NULL,E               ,False,False
31536,1,2016-12-31,2016-12-27,6,0,4,1,0,Transient,83.5,BB       ,ESP,       NULL,A               ,False,False
31537,1,2016-12-31,2016-12-24,62,2,5,2,0,Transient,63.03,BB       ,GBR,       NULL,A               ,False,False
31538,1,2016-12-31,2016-12-25,63,2,4,2,0,Transient,53.33,BB       ,BEL,       NULL,A               ,False,False
31539,1,2016-12-31,2016-12-28,41,0,3,2,0,Transient,77.0,BB       ,FRA,       NULL,D               ,False,False
31540,1,2016-12-31,2016-12-27,12,0,4,2,0,Transient,0.0,SC       ,PRT,       NULL,A               ,False,False
31541,1,2017-01-01,2016-12-25,136,2,5,2,0,Transient,61.02,BB       ,GBR,       NULL,F               ,False,False
31542,1,2017-01-01,2016-12-26,126,1,5,2,0,Transient-Party,50.36,BB       ,GBR,       NULL,D               ,False,False
31543,1,2017-01-01,2016-12-30,66,0,2,2,0,Transient,175.0,HB       ,PRT,       NULL,D               ,False,False
31544,1,2017-01-02,2017-01-01,71,1,0,2,0,Transient-Party,83.6,HB       ,PRT,       NULL,D               ,False,False
31545,1,2017-01-01,2016-12-30,66,0,2,2,0,Transient,175.0,HB       ,PRT,       NULL,D               ,False,False
31546,1,2017-01-02,2017-01-01,71,1,0,2,0,Transient-Party,83.6,HB       ,PRT,       NULL,D               ,False,False
31547,1,2017-01-01,2016-12-30,66,0,2,2,0,Transient,175.0,HB       ,PRT,       NULL,D               ,False,False
31548,1,2017-01-01,2017-01-01,69,0,0,2,0,Group,0.0,BB       ,PRT,       NULL,D               ,False,False
31549,1,2017-01-01,2016-12-28,52,0,4,2,0,Transient-Party,142.5,BB       ,ESP,       NULL,A               ,False,False
31550,1,2017-01-01,2016-12-28,52,0,4,2,0,Transient-Party,148.5,BB       ,ESP,       NULL,A               ,False,False
31551,1,2017-01-01,2016-12-26,236,1,5,2,1,Transient,79.97,BB       ,GBR,       NULL,G               ,False,False
31552,1,2017-01-01,2016-12-26,225,1,5,2,0,Transient,76.2,BB       ,GBR,       NULL,F               ,False,False
31553,1,2017-01-01,2016-12-31,0,0,1,2,0,Transient,101.0,BB       ,PRT,       NULL,A               ,False,False
31554,1,2017-01-01,2016-12-29,61,0,3,2,0,Transient,154.0,BB       ,PRT,       NULL,D               ,False,False
31555,1,2017-01-01,2016-12-30,14,0,2,2,0,Transient,109.5,BB       ,PRT,       NULL,D               ,False,False
31556,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,340.0,HB       ,PRT,       NULL,E               ,False,False
31557,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,340.0,HB       ,PRT,       NULL,E               ,False,False
31558,1,2017-01-01,2016-12-29,0,0,3,2,0,Transient,85.67,BB       ,GBR,       NULL,A               ,False,False
31559,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,340.0,HB       ,PRT,       NULL,E               ,False,False
31560,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31561,1,2017-01-01,2016-12-30,128,0,2,2,0,Transient,340.0,HB       ,PRT,       NULL,E               ,False,False
31562,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31563,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31564,1,2017-01-01,2016-12-30,45,0,2,2,0,Transient-Party,295.0,HB       ,PRT,       NULL,D               ,False,False
31565,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31566,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31567,1,2017-01-01,2016-12-30,62,0,2,2,1,Transient,273.13,HB       ,PRT,       NULL,D               ,False,False
31568,1,2017-01-01,2016-12-30,128,0,2,2,0,Transient-Party,325.0,HB       ,PRT,       NULL,D               ,False,False
31569,1,2017-01-01,2016-12-31,10,0,1,2,2,Transient,180.0,BB       ,USA,       NULL,G               ,False,False
31570,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,325.0,HB       ,PRT,       NULL,D               ,False,False
31571,1,2017-01-01,2016-12-30,45,0,2,3,1,Transient-Party,367.0,HB       ,PRT,       NULL,C               ,False,False
31572,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,325.0,HB       ,PRT,       NULL,D               ,False,False
31573,1,2017-01-01,2016-12-30,157,0,2,2,1,Transient,88.41,BB       ,PRT,       NULL,A               ,False,False
31574,1,2017-01-01,2016-12-30,157,0,2,2,0,Transient,80.25,BB       ,PRT,       NULL,A               ,False,False
31575,1,2017-01-01,2016-12-22,140,2,8,2,0,Transient,59.6,BB       ,GBR,       NULL,A               ,False,False
31576,1,2017-01-01,2016-12-31,4,0,1,2,2,Transient,169.0,BB       ,PRT,       NULL,G               ,False,False
31577,1,2017-01-01,2016-12-30,128,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31578,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient,340.0,HB       ,PRT,       NULL,E               ,False,False
31579,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31580,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31581,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31582,1,2017-01-01,2016-12-30,59,0,2,2,0,Transient-Party,202.5,BB       ,PRT,       NULL,A               ,False,False
31583,1,2017-01-01,2016-12-30,59,0,2,2,0,Transient-Party,202.5,BB       ,PRT,       NULL,A               ,False,False
31584,1,2017-01-01,2016-12-30,1,0,2,2,0,Transient,95.0,BB       ,PRT,       NULL,A               ,False,False
31585,1,2017-01-01,2016-12-30,45,0,2,2,0,Transient-Party,225.0,BB       ,PRT,       NULL,D               ,False,False
31586,1,2017-01-01,2016-12-30,45,0,2,2,0,Transient-Party,231.0,HB       ,PRT,       NULL,D               ,False,False
31587,1,2017-01-01,2016-12-30,46,0,2,2,0,Transient,162.0,BB       ,PRT,       NULL,D               ,False,False
31588,1,2017-01-01,2016-12-27,171,0,5,2,1,Transient,114.78,HB       ,POL,       NULL,D               ,False,False
31589,1,2017-01-01,2016-12-30,73,0,2,2,0,Transient,211.5,BB       ,PRT,       NULL,E               ,False,False
31590,1,2017-01-01,2016-12-30,55,0,2,2,0,Transient,164.0,BB       ,PRT,       NULL,E               ,False,False
31591,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,325.0,HB       ,PRT,       NULL,D               ,False,False
31592,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31593,1,2017-01-01,2016-12-30,31,0,2,2,0,Transient-Party,305.0,HB       ,PRT,       NULL,A               ,False,False
31594,1,2017-01-01,2016-12-30,31,0,2,1,0,Transient-Party,222.5,HB       ,,       NULL,A               ,False,False
31595,1,2017-01-01,2016-12-30,1,0,2,2,0,Transient,78.98,BB       ,GBR,       NULL,A               ,False,False
31596,1,2017-01-02,2016-12-26,99,2,5,3,1,Transient,246.0,BB       ,FRA,       NULL,H               ,False,False
31597,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31598,1,2017-01-02,2016-12-23,350,3,7,2,0,Transient,44.27,BB       ,GBR,       NULL,A               ,False,False
31599,1,2017-01-02,2016-12-30,196,1,2,1,0,Transient-Party,100.25,Undefined,PRT,        308,A               ,False,False
31600,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31601,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31602,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31603,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31604,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31605,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31606,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31607,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31608,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31609,1,2017-01-02,2017-01-01,198,1,0,1,0,Transient-Party,0.0,HB       ,PRT,        308,A               ,False,False
31610,1,2017-01-02,2016-12-30,196,1,2,1,0,Transient-Party,0.0,Undefined,PRT,        308,A               ,False,False
31611,1,2017-01-02,2016-12-30,196,1,2,1,0,Transient-Party,100.25,Undefined,PRT,        308,A               ,False,False
31612,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31613,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31614,1,2017-01-02,2016-12-30,10,1,2,1,0,Transient-Party,100.25,Undefined,PRT,        308,A               ,False,False
31615,1,2017-01-02,2016-12-30,10,1,2,1,0,Transient-Party,100.25,Undefined,PRT,        308,A               ,False,False
31616,1,2017-01-02,2016-12-30,196,1,2,1,0,Transient-Party,100.25,Undefined,PRT,        308,A               ,False,False
31617,1,2017-01-02,2016-12-30,196,1,2,2,0,Transient-Party,114.0,Undefined,PRT,        308,A               ,False,False
31618,1,2017-01-02,2016-12-23,105,3,7,1,0,Transient,92.4,HB       ,PRT,       NULL,E               ,False,False
31619,1,2017-01-02,2016-12-30,71,1,2,2,0,Transient,120.0,BB       ,PRT,       NULL,D               ,False,False
31620,1,2017-01-02,2016-12-28,110,1,4,2,0,Transient,148.0,HB       ,PRT,       NULL,E               ,False,False
31621,1,2017-01-02,2016-12-23,105,3,7,1,0,Transient,98.4,HB       ,PRT,       NULL,E               ,False,False
31622,1,2017-01-02,2016-12-31,66,1,1,2,0,Transient-Party,208.5,BB       ,PRT,       NULL,D               ,False,False
31623,1,2017-01-02,2016-12-31,66,1,1,1,1,Transient-Party,175.5,BB       ,PRT,       NULL,D               ,False,False
31624,1,2017-01-02,2016-12-25,165,3,5,2,0,Transient,50.63,BB       ,BRA,       NULL,A               ,False,False
31625,1,2017-01-02,2016-12-23,129,3,7,1,0,Transient,56.1,HB       ,PRT,       NULL,A               ,False,False
31626,1,2017-01-02,2016-12-30,58,1,2,2,0,Transient,208.33,HB       ,PRT,       NULL,D               ,False,False
31627,1,2017-01-02,2016-12-30,116,1,2,2,0,Transient,158.33,BB       ,ITA,       NULL,F               ,False,False
31628,1,2017-01-02,2016-12-31,54,1,1,2,0,Transient,225.0,BB       ,PRT,       NULL,D               ,False,False
31629,1,2017-01-02,2016-12-30,116,1,2,2,1,Transient,192.67,BB       ,PRT,       NULL,F               ,False,False
31630,1,2017-01-02,2016-12-23,178,3,7,2,0,Transient,55.06,BB       ,GBR,       NULL,A               ,False,False
31631,1,2017-01-02,2017-01-01,22,1,0,2,0,Transient,81.9,BB       ,NLD,       NULL,D               ,False,False
31632,1,2017-01-02,2016-12-29,100,1,3,2,1,Transient,171.94,BB       ,PRT,       NULL,E               ,False,False
31633,1,2017-01-02,2017-01-01,0,1,0,3,0,Transient,111.0,BB       ,ESP,       NULL,C               ,False,False
31634,1,2017-01-02,2016-12-30,53,1,2,2,0,Transient,166.67,BB       ,PRT,       NULL,D               ,False,False
31635,1,2017-01-02,2016-12-30,73,1,2,2,0,Transient,176.0,HB       ,PRT,       NULL,D               ,False,False
31636,1,2017-01-02,2016-12-26,157,2,5,2,0,Transient,82.31,HB       ,IRL,       NULL,D               ,False,False
31637,1,2017-01-02,2016-12-30,102,1,2,2,0,Transient,159.0,BB       ,PRT,       NULL,E               ,False,False
31638,1,2017-01-02,2016-12-30,62,1,2,2,0,Transient,150.0,BB       ,PRT,       NULL,D               ,False,False
31639,1,2017-01-02,2016-12-30,62,1,2,2,0,Transient,156.0,BB       ,PRT,       NULL,D               ,False,False
31640,1,2017-01-02,2016-12-31,78,1,1,2,0,Transient-Party,162.0,BB       ,PRT,       NULL,D               ,False,False
31641,1,2017-01-02,2016-12-31,78,1,1,2,0,Transient-Party,168.0,BB       ,PRT,       NULL,D               ,False,False
31642,1,2017-01-02,2016-12-30,95,1,2,2,0,Transient,172.67,BB       ,PRT,       NULL,D               ,False,False
31643,1,2017-01-02,2016-12-24,98,3,6,2,0,Transient,101.87,BB       ,GBR,       NULL,D               ,False,False
31644,1,2017-01-02,2016-12-30,1,1,2,2,0,Transient,100.67,BB       ,BRA,       NULL,D               ,False,False
31645,1,2017-01-02,2016-12-29,123,1,3,2,0,Transient,84.83,BB       ,PRT,       NULL,E               ,False,False
31646,1,2017-01-02,2016-12-30,72,1,2,2,0,Transient,150.0,BB       ,PRT,       NULL,D               ,False,False
31647,1,2017-01-02,2016-12-29,71,1,3,2,1,Transient,154.69,BB       ,PRT,       NULL,D               ,False,False
31648,1,2017-01-02,2016-12-30,62,1,2,2,0,Transient,137.33,HB       ,PRT,       NULL,D               ,False,False
31649,1,2017-01-02,2016-12-29,2,1,3,2,0,Transient,84.0,BB       ,ESP,       NULL,A               ,False,False
